2026-02-01 00:01:47 | WARN | api | Slow response detected (1208ms) endpoint=/payments/refund (env=prod, region=eu-west-1, ip=64.227.100.165, request_id=1brwzyofn4icfk4g, trace_id=06fij5dng9nlvl1ntxq7eitl, ua="curl/8.4.0")
2026-02-03 07:26:20 | WARN | api | Queue backlog growing size=7827 (env=staging, region=me-south-1, ip=44.11.178.19, request_id=bgnyqmebng83s8b0, trace_id=y1vqr0cux28lykqe79hh4qun, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 07:26:42 | WARN | api | Disk usage above 80% disk=85% (env=prod, region=eu-west-1, ip=220.129.125.6, request_id=hgoo12ay9l2a2ito, trace_id=tnh8awwaps4uhfa88w2strdn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 07:32:54 | WARN | api | Disk usage above 80% disk=95% (env=prod, region=us-east-1, ip=124.26.197.166, request_id=myoauifkxvamvpfj, trace_id=udae3vdkguynrn2fb2lpd7hu, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 07:33:59 | WARN | api | Temporary network jitter detected rtt_ms=226 (env=prod, region=us-east-1, ip=192.66.131.101, request_id=wz8qgkz0zmxr7dun, trace_id=fvma0pyq3zpymvge7vbexkcc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 07:38:05 | WARN | api | Payment provider latency high (928ms) (env=prod, region=us-east-1, ip=240.160.239.112, request_id=aom5ydm5p5gh4bno, trace_id=ngsv1ie39ig2no3w8e6yhbun, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 07:39:17 | WARN | api | High memory usage warning mem=65% (env=prod, region=ap-southeast-1, ip=139.156.237.47, request_id=s6e74ipzlpoc2wlb, trace_id=q3o20c42l0tndqi5dnvmahoj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 07:39:27 | WARN | api | Retrying request to upstream service attempt=1 (env=prod, region=me-south-1, ip=7.179.77.80, request_id=78g9w0nh8re2eavw, trace_id=tdcb1bvpe7kd8xxxyxb188mr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 07:42:12 | WARN | api | Circuit breaker half-open dependency=postgres (env=dev, region=eu-west-1, ip=252.94.24.88, request_id=tixwssthths62rdy, trace_id=r07uy5db8vdubi3cc5uw505f, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 07:44:10 | WARN | api | Queue backlog growing size=591 (env=prod, region=me-south-1, ip=172.97.223.244, request_id=2mc2q72fqg184499, trace_id=2ytwi2c1ur9stfqjlrss06q9, ua="PostmanRuntime/7.36.0")
2026-02-03 07:45:37 | WARN | api | Payment provider latency high (2573ms) (env=prod, region=me-south-1, ip=251.37.6.12, request_id=0aseymxofstnnk9f, trace_id=yf9x4mlwdsfm0rmd2orksg54, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 07:46:59 | WARN | api | Retrying request to upstream service attempt=3 (env=prod, region=us-east-1, ip=96.76.135.168, request_id=bpvfbpg2rta89qg2, trace_id=0ebm8nttbuhc0893ohnhgj2k, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 07:47:35 | WARN | api | High memory usage warning mem=70% (env=staging, region=ap-southeast-1, ip=195.2.25.247, request_id=5jbznziua1uap2ql, trace_id=f1zt6lzfg3hxlsmea5t31ysf, ua="curl/8.4.0")
2026-02-03 07:51:12 | WARN | api | Temporary network jitter detected rtt_ms=310 (env=staging, region=me-south-1, ip=10.190.85.29, request_id=lye6ahcasjdczpr4, trace_id=84iseqzb0egy1o75eehhegax, ua="curl/8.4.0")
2026-02-03 07:55:06 | WARN | api | Queue backlog growing size=4214 (env=dev, region=me-south-1, ip=151.90.49.242, request_id=cqlcahql6qpv47pz, trace_id=tkfq0b266nhds88sojnw8cdh, ua="PostmanRuntime/7.36.0")
2026-02-03 07:55:25 | WARN | api | Slow response detected (572ms) endpoint=/admin/config (env=prod, region=me-south-1, ip=173.155.240.40, request_id=f2ogqzncb4duzscl, trace_id=rwobp7lbdbekstry5n3b2m3x, ua="PostmanRuntime/7.36.0")
2026-02-03 07:57:06 | WARN | api | Slow response detected (232ms) endpoint=/files/4428 (env=staging, region=eu-west-1, ip=86.142.248.101, request_id=crok817mflq3hlg1, trace_id=3c8njvnlpsoic6aqpr9y470v, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 07:58:58 | WARN | api | Retrying request to upstream service attempt=4 (env=prod, region=us-east-1, ip=32.251.91.86, request_id=l8ujc6vpbrx4kyam, trace_id=47kjnetcc7bhy7hhmr6m2uvs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 07:59:38 | WARN | api | High memory usage warning mem=83% (env=prod, region=us-east-1, ip=29.186.225.7, request_id=zij90l98vvc1fsz3, trace_id=heozsdffxx00jxbtfex8e49i, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 08:01:03 | WARN | api | Payment provider latency high (2132ms) (env=prod, region=me-south-1, ip=129.129.15.51, request_id=cuhwocqudg3up11a, trace_id=rc2hb1dwj5ix4oktw95mm90q, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:02:17 | WARN | api | Disk usage above 80% disk=98% (env=prod, region=eu-west-1, ip=13.205.186.94, request_id=gpc6os9wlqkq3axw, trace_id=qwbonat13ckyd258jsk459zo, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 08:04:38 | WARN | api | Payment provider latency high (1709ms) (env=prod, region=ap-southeast-1, ip=203.176.203.126, request_id=mf77q3h3rvuxzo9n, trace_id=8qq7h5v76qparlveefr0eg7i, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:06:30 | WARN | api | Temporary network jitter detected rtt_ms=506 (env=prod, region=ap-southeast-1, ip=60.147.231.32, request_id=u5he0qsww2b5z246, trace_id=qe05000rmdqqvmtz8nockqio, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 08:06:38 | WARN | api | Payment provider latency high (3117ms) (env=prod, region=ap-southeast-1, ip=149.50.58.241, request_id=rtvyojddse7c8vr2, trace_id=bgn9lmjghuh2rgnjswp9nr7v, ua="PostmanRuntime/7.36.0")
2026-02-03 08:08:31 | WARN | api | Payment provider latency high (2315ms) (env=staging, region=eu-west-1, ip=27.164.166.206, request_id=zzy8q6gus8k97az1, trace_id=i3aogb9ys9b9df887c2532o7, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 08:08:48 | WARN | api | Queue backlog growing size=5372 (env=prod, region=eu-west-1, ip=84.105.132.62, request_id=ep75ekummeir4lkt, trace_id=6fzn0g9ehfmovxlenbglt3j6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 08:09:04 | WARN | api | Circuit breaker half-open dependency=orders-api (env=prod, region=ap-southeast-1, ip=175.21.138.109, request_id=sju5gkk87qjmf9ah, trace_id=t3amaaga7i29udu3a34w7wby, ua="curl/8.4.0")
2026-02-03 08:10:15 | WARN | api | Temporary network jitter detected rtt_ms=418 (env=prod, region=eu-west-1, ip=183.5.135.14, request_id=9knmlw060nt1zbkr, trace_id=65b6gn2revynfwx5bt202bc6, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 08:12:17 | WARN | api | Queue backlog growing size=5148 (env=dev, region=me-south-1, ip=139.14.224.19, request_id=rr1afp6hgm89etfj, trace_id=4uu2nhnr6xon0lg9ivm0gvbc, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:13:12 | WARN | api | Slow response detected (1533ms) endpoint=/login (env=prod, region=me-south-1, ip=104.87.44.72, request_id=mwonx3ucxxmvaycg, trace_id=l2newp70qj5rf4hkhu1cjdp8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 08:16:59 | WARN | api | Disk usage above 80% disk=81% (env=dev, region=me-south-1, ip=33.132.65.64, request_id=oan2jrp7wowuu8rw, trace_id=1e2pd4at1j1y5le4yqit74t0, ua="PostmanRuntime/7.36.0")
2026-02-03 08:17:13 | WARN | api | Disk usage above 80% disk=88% (env=dev, region=ap-southeast-1, ip=32.63.123.14, request_id=18kdm8vht0hkhlc6, trace_id=w7ydfbs4dvpo9bsv4o55sntv, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 08:18:33 | WARN | api | Payment provider latency high (679ms) (env=staging, region=ap-southeast-1, ip=63.13.11.246, request_id=apdhq2eyzaq9w4ry, trace_id=i6sr8ig7ifto8jdv0hmwas04, ua="PostmanRuntime/7.36.0")
2026-02-03 08:19:32 | WARN | api | Slow response detected (3428ms) endpoint=/logout (env=prod, region=us-east-1, ip=211.5.116.193, request_id=2zro0nhq2e1r9p7f, trace_id=ghz9xodx8afz4mndpjtc9alu, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:21:39 | WARN | api | Elevated error rate observed window_s=30 rate=3.5% (env=staging, region=us-east-1, ip=145.187.170.105, request_id=4j4cgajvuyy2kb47, trace_id=ldcu1gfcj0pcf0j44u6453cr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 08:28:01 | WARN | api | Circuit breaker half-open dependency=kms (env=staging, region=us-east-1, ip=106.6.1.124, request_id=1tcwulbmxkscrf50, trace_id=bi73bfvzpsj7tod7dlq033vg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 08:32:44 | WARN | api | Circuit breaker half-open dependency=payments-api (env=staging, region=eu-west-1, ip=88.142.205.227, request_id=s49i8s6mpgwmrsvh, trace_id=8o7tsv47sru3c3w4p3isrdlt, ua="curl/8.4.0")
2026-02-03 08:33:46 | WARN | api | Payment provider latency high (313ms) (env=prod, region=eu-west-1, ip=170.31.19.83, request_id=775up6dk47rerd6r, trace_id=k163r7lou4p6c3ch05k3e89r, ua="PostmanRuntime/7.36.0")
2026-02-03 08:34:53 | WARN | api | Slow response detected (1052ms) endpoint=/admin/config (env=dev, region=me-south-1, ip=185.251.216.233, request_id=boatrb7k7u7u1gni, trace_id=f2o6y3y5zes5yffxxcow659b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 08:36:55 | WARN | api | Payment provider latency high (497ms) (env=prod, region=ap-southeast-1, ip=28.138.168.115, request_id=pduusktujz4j6clf, trace_id=9ogg9ld0n7ls9vdcn1zpgh8f, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:37:28 | WARN | api | Disk usage above 80% disk=81% (env=prod, region=me-south-1, ip=225.90.134.26, request_id=6kbjfzfd85a9ix2r, trace_id=9ynfzbby10dy4tre87dj28w2, ua="curl/8.4.0")
2026-02-03 08:37:50 | WARN | api | Rate limit nearing threshold remaining=21 (env=prod, region=eu-west-1, ip=145.6.92.25, request_id=9rmjdzu2qdqnsl8j, trace_id=z1t99nuoie847uc2jyg0qy6h, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:39:39 | WARN | api | Rate limit nearing threshold remaining=19 (env=dev, region=ap-southeast-1, ip=158.80.246.23, request_id=j6b5taiqgwctyv57, trace_id=etbd4s9h97deo58dzxbzdpxj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 08:41:27 | WARN | api | Queue backlog growing size=8025 (env=staging, region=ap-southeast-1, ip=157.183.148.15, request_id=uezjbz15sf2ustez, trace_id=04irjfy6oxj9qncw6824f1l6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:42:46 | WARN | api | Disk usage above 80% disk=97% (env=dev, region=ap-southeast-1, ip=32.250.49.115, request_id=j67qq742dn6esfuc, trace_id=0df3whivax3wh3nguv1ntu1c, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:46:25 | WARN | api | Temporary network jitter detected rtt_ms=77 (env=prod, region=ap-southeast-1, ip=43.28.195.205, request_id=rv702c7kbd8lj55l, trace_id=2x781a5imk5z6jdcztfcakek, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 08:49:58 | WARN | api | High memory usage warning mem=62% (env=prod, region=ap-southeast-1, ip=113.183.64.137, request_id=918gd96rfv6m7a4i, trace_id=33kbssburxklckt466jz9mhi, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 08:53:12 | WARN | api | Queue backlog growing size=7246 (env=prod, region=us-east-1, ip=252.157.99.22, request_id=d1xlsw3si7e6n48b, trace_id=c5ujmkx95totaalj6ad8mehc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 08:54:31 | WARN | api | Elevated error rate observed window_s=300 rate=1.9% (env=dev, region=ap-southeast-1, ip=12.51.46.146, request_id=x453qdghxn20v3lp, trace_id=qg2xwguwcw1626s6valwcus4, ua="curl/8.4.0")
2026-02-03 08:56:54 | WARN | api | Temporary network jitter detected rtt_ms=228 (env=dev, region=eu-west-1, ip=243.11.100.89, request_id=357daq06z4f8qlgr, trace_id=t8x3xoyxlbt5ycet63xj6kbs, ua="curl/8.4.0")
2026-02-03 08:58:28 | WARN | api | Elevated error rate observed window_s=120 rate=14.0% (env=staging, region=ap-southeast-1, ip=10.110.165.119, request_id=wkntmj2319zqyh7v, trace_id=bz063prb61otb5olnkv84kb6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 08:59:38 | WARN | api | Elevated error rate observed window_s=300 rate=1.8% (env=prod, region=us-east-1, ip=220.114.102.117, request_id=4861m9yhzlwct70l, trace_id=jufuqosw7y47ry6ikx77jnwd, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 09:02:03 | WARN | api | Elevated error rate observed window_s=300 rate=4.4% (env=prod, region=eu-west-1, ip=154.153.193.67, request_id=5y9c392vncl541ht, trace_id=2tc7owfe6wi2gdb98p6wshch, ua="PostmanRuntime/7.36.0")
2026-02-03 09:02:10 | WARN | api | Retrying request to upstream service attempt=4 (env=staging, region=ap-southeast-1, ip=27.3.170.242, request_id=lliuhmziuje7lj1r, trace_id=7uwzm1j00agosidsqf8litdx, ua="curl/8.4.0")
2026-02-03 09:04:51 | WARN | api | Rate limit nearing threshold remaining=17 (env=prod, region=me-south-1, ip=150.156.89.8, request_id=xnx7c3bvt5iu9mu6, trace_id=lqzxok0dxf2bw8kv2hbcqudf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 09:05:28 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=staging, region=eu-west-1, ip=167.16.15.3, request_id=n8747ugikakvillx, trace_id=mjnodgnzt02ax0zl6i92sxch, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 09:08:13 | WARN | api | Queue backlog growing size=8566 (env=prod, region=us-east-1, ip=200.21.70.52, request_id=t3n7ra347uv39pn6, trace_id=r810t4mbe9ztx4in1db458pr, ua="curl/8.4.0")
2026-02-03 09:12:05 | WARN | api | Queue backlog growing size=4786 (env=dev, region=me-south-1, ip=11.159.246.62, request_id=6e9qbzn9q0k9z75d, trace_id=7c04h883gnfq69djr3y70j7k, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 09:14:29 | WARN | api | Queue backlog growing size=799 (env=prod, region=me-south-1, ip=138.83.199.234, request_id=mefq75jzhikuvxck, trace_id=eyo77ukjjizihabgc3ea02v1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 09:14:34 | WARN | api | Slow response detected (1843ms) endpoint=/orders/9952 (env=prod, region=me-south-1, ip=169.43.105.73, request_id=mq51ru8pkr9c3xz8, trace_id=9hyhqqusak5e18mqywv84rxt, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 09:16:52 | WARN | api | Rate limit nearing threshold remaining=39 (env=prod, region=ap-southeast-1, ip=33.110.128.97, request_id=ikjoflpa4kww9cvz, trace_id=9u880fulsu4yivkg6mjiq5xq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 09:18:35 | WARN | api | Payment provider latency high (2629ms) (env=prod, region=eu-west-1, ip=34.50.173.130, request_id=s1aiyun9o967be9w, trace_id=ehq01sxf2r5rlhxn6rv9udil, ua="curl/8.4.0")
2026-02-03 09:19:18 | WARN | api | Queue backlog growing size=8604 (env=prod, region=ap-southeast-1, ip=92.38.36.27, request_id=w5oefyhx9j2uqn3p, trace_id=4psbic2cbqnsiwxshydonnbs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 09:24:41 | WARN | api | Rate limit nearing threshold remaining=16 (env=staging, region=us-east-1, ip=153.182.143.90, request_id=5xglgm0qy25mv8wn, trace_id=7wrx2wox870bqbnlkz3lj6c7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 09:26:16 | WARN | api | Disk usage above 80% disk=99% (env=staging, region=me-south-1, ip=74.44.161.116, request_id=3y01owv432lpast6, trace_id=2q4uwxxfm2fmyvd5pz90ffsg, ua="PostmanRuntime/7.36.0")
2026-02-03 09:27:35 | WARN | api | High memory usage warning mem=68% (env=dev, region=eu-west-1, ip=181.124.249.127, request_id=mklco6p7offc6wso, trace_id=3qp1k7m9hd0c91mldb774jar, ua="PostmanRuntime/7.36.0")
2026-02-03 09:31:30 | WARN | api | Queue backlog growing size=1595 (env=prod, region=me-south-1, ip=19.158.79.122, request_id=djrgjkmdfrp9j1it, trace_id=dj37pxg94a7lz8qmaaxoaqhq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 09:32:06 | WARN | api | High memory usage warning mem=95% (env=prod, region=us-east-1, ip=181.12.48.145, request_id=wipf11pyxvmq95rt, trace_id=vnjs021948gtlpven5zlxg0o, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 09:32:12 | WARN | api | Slow response detected (2002ms) endpoint=/payments/charge (env=staging, region=ap-southeast-1, ip=79.99.160.117, request_id=s5cmq4wtb4k661b4, trace_id=4op8xnj6j3nc467ozep9urad, ua="curl/8.4.0")
2026-02-03 09:33:05 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=prod, region=ap-southeast-1, ip=151.73.108.206, request_id=0jtgo6xrfmbzpzcq, trace_id=1yaavwjt76eeb6t4rugvmzhs, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 09:34:13 | WARN | api | Rate limit nearing threshold remaining=9 (env=staging, region=us-east-1, ip=213.122.189.39, request_id=knxt04ur9s8he1j2, trace_id=cbs40smqcub9aya47148gt3p, ua="curl/8.4.0")
2026-02-03 09:41:59 | WARN | api | Rate limit nearing threshold remaining=47 (env=prod, region=me-south-1, ip=160.44.181.113, request_id=4mnozlz3ttdsdaxe, trace_id=abowr3xr8mttze3f9ulw621g, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 09:44:19 | WARN | api | Queue backlog growing size=4263 (env=prod, region=us-east-1, ip=128.22.100.106, request_id=xrpjphfmsadu3ob7, trace_id=v7phml5d2gr4y9e2lohkrvyc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 09:46:05 | WARN | api | High memory usage warning mem=60% (env=prod, region=us-east-1, ip=191.133.164.133, request_id=d39np232ci3sdz8c, trace_id=r0ghavvpqkwbq5s7wvdeo3gb, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 09:59:15 | WARN | api | Slow response detected (963ms) endpoint=/notifications/push (env=prod, region=eu-west-1, ip=223.28.103.247, request_id=jik3o7pmaffzmb3c, trace_id=u5snzho8z9cqfe331oi6brar, ua="PostmanRuntime/7.36.0")
2026-02-03 09:59:54 | WARN | api | Disk usage above 80% disk=87% (env=staging, region=ap-southeast-1, ip=96.142.67.87, request_id=xmt0b9q2w643y778, trace_id=ob1uvjnhj3zj2t1o3mr7ruh0, ua="PostmanRuntime/7.36.0")
2026-02-03 10:00:03 | WARN | api | Temporary network jitter detected rtt_ms=173 (env=prod, region=ap-southeast-1, ip=203.50.159.223, request_id=2jn8hfcvov9c4iis, trace_id=m41crcilbq8jneexleww2f5g, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 10:00:32 | WARN | api | Disk usage above 80% disk=97% (env=dev, region=ap-southeast-1, ip=97.81.144.87, request_id=xy9gqgq5qsihk7ba, trace_id=7ma66mk0j9aan0il924bigxs, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 10:07:43 | WARN | api | Rate limit nearing threshold remaining=19 (env=dev, region=me-south-1, ip=126.124.171.27, request_id=bfp53v3w80ka8o0b, trace_id=fzs5ysahnpi8a1ppvpcxqp8i, ua="PostmanRuntime/7.36.0")
2026-02-03 10:08:22 | WARN | api | Disk usage above 80% disk=90% (env=prod, region=us-east-1, ip=47.36.243.116, request_id=336w4t3kzt9orqce, trace_id=i1g5jyff58t2pqtp88io50qp, ua="PostmanRuntime/7.36.0")
2026-02-03 10:09:03 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=dev, region=us-east-1, ip=235.169.131.97, request_id=nc9xn8nlh0vcwlqp, trace_id=yh1v3zrn0366bt04o5isavbn, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 10:14:07 | WARN | api | Circuit breaker half-open dependency=s3 (env=prod, region=eu-west-1, ip=167.104.8.194, request_id=8ddu8db2kb5a4lpr, trace_id=l1d18mgfuveu7mkic2xd9tt3, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 10:15:34 | WARN | api | Elevated error rate observed window_s=300 rate=6.1% (env=dev, region=ap-southeast-1, ip=169.173.48.90, request_id=muw616ts4rf207sh, trace_id=w4mcff7d59nf2sd6sjzqgd54, ua="curl/8.4.0")
2026-02-03 10:19:13 | WARN | api | Circuit breaker half-open dependency=stripe (env=staging, region=eu-west-1, ip=238.247.11.83, request_id=buma4cr4bb2kj9yg, trace_id=nxlfj6902dgairf6cl05c9w9, ua="curl/8.4.0")
2026-02-03 10:23:07 | WARN | api | Queue backlog growing size=5010 (env=prod, region=eu-west-1, ip=179.149.84.108, request_id=a112h76pm9u5clwq, trace_id=ea51dmrlbywrtnoiwq6rrl73, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 10:23:13 | WARN | api | Payment provider latency high (1775ms) (env=dev, region=eu-west-1, ip=197.145.97.148, request_id=omkxvynlsqrnhdyt, trace_id=awoqefxrwu94mxgstp8xj1b6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 10:23:16 | WARN | api | Payment provider latency high (1749ms) (env=prod, region=us-east-1, ip=137.9.23.186, request_id=pcpe3d5duz7vns1s, trace_id=eyotrd1e05a0fv36tox9ra79, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 10:25:29 | WARN | api | Retrying request to upstream service attempt=5 (env=prod, region=ap-southeast-1, ip=29.71.32.52, request_id=j1wqe1cyvfjuawx5, trace_id=8hzm69dsgqi3v4u61d77y8q5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 10:34:55 | WARN | api | Disk usage above 80% disk=83% (env=staging, region=ap-southeast-1, ip=144.113.4.173, request_id=byzw0xlg31kb3xd2, trace_id=gydp9ywvcus9l59ff9hkg828, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 10:38:40 | WARN | api | Rate limit nearing threshold remaining=42 (env=staging, region=ap-southeast-1, ip=52.136.141.232, request_id=vnbhskrur5ak61qp, trace_id=2d40yoj0us8e92dbrpy4de54, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 10:42:19 | WARN | api | Disk usage above 80% disk=82% (env=staging, region=us-east-1, ip=39.14.168.127, request_id=dyxbd3linm4w3ybc, trace_id=xdu51d6dijnquztffd5alv8j, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 10:43:01 | WARN | api | Disk usage above 80% disk=96% (env=prod, region=ap-southeast-1, ip=196.75.154.92, request_id=yx4c7mo3oa1881na, trace_id=1mhseic9qzxr8exkgkzur5a6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 10:43:07 | WARN | api | Circuit breaker half-open dependency=redis (env=prod, region=me-south-1, ip=73.193.35.113, request_id=5cjm8vmz7nfibzyj, trace_id=e0s5yruawxsj93xx68v0kvbx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 10:43:37 | WARN | api | Queue backlog growing size=5303 (env=prod, region=me-south-1, ip=169.84.139.173, request_id=0rk58jlxcfkpkreh, trace_id=rtefd7myk0v7ri8ipdhuzxjj, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-03 10:45:14 | WARN | api | Rate limit nearing threshold remaining=18 (env=staging, region=us-east-1, ip=183.136.113.168, request_id=nh3luodwi30h68d3, trace_id=8b028929h5g80ho7lgui1y8s, ua="curl/8.4.0")
2026-02-03 10:46:50 | WARN | api | Queue backlog growing size=4113 (env=prod, region=me-south-1, ip=133.131.37.147, request_id=rhy2fbjao65yr2pj, trace_id=h4mhzbn6w6x5z3ctwbeqyy0y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 10:48:51 | WARN | api | Rate limit nearing threshold remaining=33 (env=staging, region=ap-southeast-1, ip=194.118.217.144, request_id=2o63mfcwfyw8d2ny, trace_id=0zfps855rmdujcow6ryc8w3l, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 10:49:45 | WARN | api | Payment provider latency high (391ms) (env=dev, region=ap-southeast-1, ip=193.28.188.137, request_id=2hyn139z9acwrd2g, trace_id=fokmkr024uu2l30d9wecotqv, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-03 10:50:44 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=prod, region=me-south-1, ip=198.206.249.221, request_id=uyx2rn5esf6f36qa, trace_id=dxwi3fzmhvt9l7jpazuv13r6, ua="PostmanRuntime/7.36.0")
2026-02-03 10:52:31 | WARN | api | Slow response detected (3183ms) endpoint=/payments/charge (env=prod, region=eu-west-1, ip=162.74.70.31, request_id=jrujifsai2kdo6zc, trace_id=u3vnyvf23f5wotyqelldfwtw, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-03 10:53:55 | WARN | api | Elevated error rate observed window_s=60 rate=6.6% (env=prod, region=ap-southeast-1, ip=229.29.25.130, request_id=r0z7m0a14xp9xzex, trace_id=ortd40lubmadqxf9y70k0iva, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-03 10:55:26 | WARN | api | Slow response detected (177ms) endpoint=/search?q=camera (env=dev, region=eu-west-1, ip=122.75.13.185, request_id=ybx4hm2wyawa1sap, trace_id=7b31der2qea08l6ge2h8xoy3, ua="curl/8.4.0")
